nguon,la_bang_fact,bang,cot,dang,vai_tro,khuyet_pct,so_gia_tri,luc_luong_pct,hang_so,mo_coi_pct,tre_ngay,diem_thong_tin,danh_gia,tac_dung,muc_bang_chung,cong_vo_dung,can_cu_tac_dung,day_du,cong_thieu,he_qua_neu_bo_qua,quyet_dinh_panel,phan_loai,vao_panel,viec_phai_lam
lược đồ dwh,false,zz_archive_om_orphans_20260804,amount_before_discount_before_vat,số,đặc trưng,0.0,204.0,45.74,false,,,0.9605,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_sub_inventories,is_current,phân loại,cột kỹ thuật — không phải đặc trưng,0.0,2.0,1.064,false,,,0.9564,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_sales_targets,target_visit_count,số,đặc trưng,0.0,187.0,69.259,false,,,0.9557,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_sales_targets` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
bảng phẳng,true,panel_mt,avg_unit_price,số,đặc trưng,65.624,5189.0,,false,,,0.9532,,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U5 nhãn viết cách khác,5/8 thước đo xếp vào nửa trên; hồ sơ dữ liệu kết luận BỎ,ĐỦ,—,Không vướng cổng nào.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,store_key,số,khoá ngoại — dùng như biến phân loại,0.0,84.0,18.834,false,0.0,,0.9523,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_order_status_timeline,shipping_at,phân loại,thời gian — dẫn xuất đặc trưng,51.574,74248.0,50.62,false,,0.0,0.9519,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_order_status_timeline` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
bảng phẳng,true,panel_mt,avg_unit_price_excl_vat,số,đặc trưng,65.624,5702.0,,false,,,0.9515,,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U5 nhãn viết cách khác,5/8 thước đo xếp vào nửa trên; hồ sơ dữ liệu kết luận BỎ,ĐỦ,—,Không vướng cổng nào.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,cancel_nature,phân loại,đặc trưng,4.545,20.0,95.238,false,,,0.9491,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_otif_reason` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,region_code,phân loại,khoá ngoại — dùng như biến phân loại,0.0,7.0,2.612,false,,,0.9441,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmaps` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,region_name,phân loại,đặc trưng,0.0,7.0,2.612,false,,,0.9441,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmaps` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,quarter,số,đặc trưng,0.0,4.0,0.1,false,,,0.944,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_employees,batch_id,số,cột kỹ thuật — không phải đặc trưng,0.0,94.0,1.403,false,,,0.9428,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,product_id,số,khoá ngoại — dùng như biến phân loại,0.0,390.0,0.225,false,0.0,0.0,0.9428,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dwh_batch_logs,target_table,phân loại,đặc trưng,0.0,44.0,0.018,false,,,0.9394,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dwh_batch_logs` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,unit_price_before_vat,số,đặc trưng,0.0,116.0,26.009,false,,,0.9393,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,warehouse_key,số,khoá ngoại — dùng như biến phân loại,0.0,5.0,1.121,false,0.0,,0.9281,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_order_lines,net_revenue,số,đặc trưng,0.0,14121.0,4.751,false,,0.0,0.9169,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U5 nhãn viết cách khác,8/8 thước đo xếp vào nửa trên; hồ sơ dữ liệu kết luận BỎ,ĐỦ,—,Không vướng cổng nào.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_product_prices,is_current,phân loại,cột kỹ thuật — không phải đặc trưng,0.0,2.0,0.022,false,,,0.9162,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,employee_id,số,khoá ngoại — dùng như biến phân loại,0.0,211.0,78.731,false,0.0,,0.9092,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmaps` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,classification_rationale,phân loại,đặc trưng,9.091,20.0,100.0,false,,,0.9091,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_otif_reason` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,store_count,số,đặc trưng,0.0,125.0,46.642,false,,,0.9091,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmaps` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_distributors,is_current,phân loại,cột kỹ thuật — không phải đặc trưng,0.0,2.0,2.247,false,,,0.8984,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,total_amount,số,đặc trưng,0.0,3667.0,2.114,false,,0.0,0.8983,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,sales_qty,số,đặc trưng,0.0,79.0,17.713,false,,,0.8976,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,warehouse_id,số,khoá ngoại — dùng như biến phân loại,0.0,24.0,0.014,false,0.0,0.0,0.8959,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,zz_archive_om_orphans_20260804,salesman_id,số,khoá ngoại — dùng như biến phân loại,0.0,46.0,10.314,false,0.0,,0.8937,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `zz_archive_om_orphans_20260804` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,BỎ,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmaps,route_manager_employee_id,số,khoá ngoại — dùng như biến phân loại,0.746,45.0,16.917,false,,,0.889,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmaps` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_order_status,is_revenue_recognized,phân loại,đặc trưng,0.0,2.0,20.0,false,,,0.8813,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_order_status` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_stores,valid_to,phân loại,cột kỹ thuật — không phải đặc trưng,7.907,4529.0,1.632,false,,,0.8799,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,impact_type,phân loại,đặc trưng,4.545,3.0,14.286,false,,,0.8797,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_otif_reason` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_otif_reason,revenue_impact,phân loại,đặc trưng,4.545,3.0,14.286,false,,,0.8797,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_otif_reason` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_roadmap_stores,employee_id,số,khoá ngoại — dùng như biến phân loại,0.0,209.0,1.165,false,0.0,,0.8782,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_roadmap_stores` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_stores,batch_id,số,cột kỹ thuật — không phải đặc trưng,0.0,3028.0,1.005,false,,,0.8738,thông tin phong phú,KHÔNG CẦN THIẾT,ĐO ĐƯỢC,U4 Khoá dòng hoặc cột kỹ thuật,Định danh một dòng hoặc phục vụ vận hành ETL. Không mô tả gì về nhu cầu.,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,quantity,số,đặc trưng,0.0,720.0,0.415,false,,0.0,0.8674,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,true,fact_inventory_transactions,unit_price,số,đặc trưng,0.0,223.0,0.129,false,,0.0,0.8665,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `fact_inventory_transactions` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
lược đồ dwh,false,dim_dates,is_working_day,phân loại,đặc trưng,0.0,2.0,0.05,false,,,0.8631,thông tin phong phú,KHÔNG CẦN THIẾT,KHÔNG TỚI ĐƯỢC,U7 không có đường nối,bảng `dim_dates` không nối được về hạt cửa hàng × mã hàng × tháng,ĐỦ,—,Không vướng cổng nào.,,KHÔNG CÓ TÁC DỤNG,false,Không đưa vào bảng phẳng. Sửa nguồn cũng vô ích vì sửa xong vẫn không nói được gì về nhu cầu.
